Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Gender,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,2020 pop,2021 pop,Total Sales/cap,Units sold/cap
Sports Direct,1185732,44512,Midwest,South Dakota,Sioux Falls,Women's Apparel,F,65,250,162500,65000,0.4,Online,887852,896299,0.181301106,
Sports Direct,1185732,44541,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,M,60,500,300000,105000,0.35,Online,887852,896299,0.334709734,
Sports Direct,1185732,44541,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,M,50,300,150000,45000,0.3,Online,887852,896299,0.167354867,
Sports Direct,1185732,44541,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,F,50,250,125000,37500,0.3,Online,887852,896299,0.139462389,
Sports Direct,1185732,44541,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,F,50,200,100000,30000,0.3,Online,887852,896299,0.111569911,
Sports Direct,1185732,44541,Midwest,South Dakota,Sioux Falls,Men's Apparel,M,60,200,120000,42000,0.35,Online,887852,896299,0.133883894,
Sports Direct,1185732,44541,Midwest,South Dakota,Sioux Falls,Women's Apparel,F,65,300,195000,78000,0.4,Online,887852,896299,0.217561327,
Sports Direct,1185732,44205,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,M,35,475,166250,58188,0.35,Online,887852,896299,0.185484978,
Sports Direct,1185732,44205,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,M,35,275,96250,28875,0.3,Online,887852,896299,0.10738604,
Sports Direct,1185732,44205,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,F,25,275,68750,20625,0.3,Online,887852,896299,0.076704314,
Sports Direct,1185732,44205,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,F,30,125,37500,11250,0.3,Online,887852,896299,0.041838717,
Sports Direct,1185732,44205,Midwest,South Dakota,Sioux Falls,Men's Apparel,M,45,175,78750,27563,0.35,Online,887852,896299,0.087861305,
Sports Direct,1185732,44205,Midwest,South Dakota,Sioux Falls,Women's Apparel,F,35,275,96250,38500,0.4,Online,887852,896299,0.10738604,
Sports Direct,1185732,44236,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,M,35,525,183750,64313,0.35,Online,887852,896299,0.205009712,
Sports Direct,1185732,44236,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,M,35,175,61250,18375,0.3,Online,887852,896299,0.068336571,
Sports Direct,1185732,44236,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,F,25,225,56250,16875,0.3,Online,887852,896299,0.062758075,
Sports Direct,1185732,44236,Midwest,North Dakota,Fargo,Women's Athletic Footwear,F,30,100,30000,9000,0.3,Online,779563,777982,0.038561303,
Sports Direct,1185732,44236,Midwest,North Dakota,Fargo,Men's Apparel,M,45,175,78750,27563,0.35,Online,779563,777982,0.101223422,
Sports Direct,1185732,44236,Midwest,North Dakota,Fargo,Women's Apparel,F,25,275,68750,27500,0.4,Online,779563,777982,0.088369654,
Sports Direct,1185732,44263,Midwest,North Dakota,Fargo,Men's Street Footwear,M,30,495,148500,51975,0.35,Online,779563,777982,0.190878452,
Sports Direct,1185732,44263,Midwest,North Dakota,Fargo,Men's Athletic Footwear,M,30,200,60000,18000,0.3,Online,779563,777982,0.077122607,
Sports Direct,1185732,44263,Midwest,North Dakota,Fargo,Women's Street Footwear,F,20,225,45000,13500,0.3,Online,779563,777982,0.057841955,
Sports Direct,1185732,44263,Midwest,North Dakota,Fargo,Women's Athletic Footwear,F,25,75,18750,5625,0.3,Online,779563,777982,0.024100815,
Sports Direct,1185732,44263,Midwest,North Dakota,Fargo,Men's Apparel,M,40,125,50000,17500,0.35,Online,779563,777982,0.064268839,
Sports Direct,1185732,44263,Midwest,North Dakota,Fargo,Women's Apparel,F,30,225,67500,27000,0.4,Online,779563,777982,0.086762933,
Sports Direct,1185732,44295,Midwest,North Dakota,Fargo,Men's Street Footwear,M,30,450,135000,47250,0.35,Online,779563,777982,0.173525866,
Sports Direct,1185732,44295,Midwest,North Dakota,Fargo,Men's Athletic Footwear,M,30,150,45000,13500,0.3,Online,779563,777982,0.057841955,
Sports Direct,1185732,44295,Midwest,North Dakota,Fargo,Women's Street Footwear,F,20,150,30000,9000,0.3,Online,779563,777982,0.038561303,
Sports Direct,1185732,44295,Midwest,North Dakota,Fargo,Women's Athletic Footwear,F,25,75,18750,5625,0.3,Online,779563,777982,0.024100815,
Sports Direct,1185732,44295,Midwest,North Dakota,Fargo,Men's Apparel,M,60,100,60000,21000,0.35,In-store,779563,777982,0.077122607,
Sports Direct,1185732,44295,Midwest,North Dakota,Fargo,Women's Apparel,F,50,225,112500,45000,0.4,In-store,779563,777982,0.144604888,
Sports Direct,1185732,44326,Midwest,North Dakota,Fargo,Men's Street Footwear,M,60,495,297000,103950,0.35,In-store,779563,777982,0.381756904,
Sports Direct,1185732,44326,Midwest,North Dakota,Fargo,Men's Athletic Footwear,M,45,200,90000,27000,0.3,In-store,779563,777982,0.11568391,
Sports Direct,1185732,44326,Midwest,North Dakota,Fargo,Women's Street Footwear,F,40,175,70000,21000,0.3,In-store,779563,777982,0.089976375,
Sports Direct,1185732,44326,Midwest,North Dakota,Fargo,Women's Athletic Footwear,F,40,100,40000,12000,0.3,In-store,779563,777982,0.051415071,
Sports Direct,1185732,44326,Midwest,North Dakota,Fargo,Men's Apparel,M,50,125,62500,21875,0.35,In-store,779563,777982,0.080336049,
Sports Direct,1185732,44326,Midwest,North Dakota,Fargo,Women's Apparel,F,55,250,137500,55000,0.4,In-store,779563,777982,0.176739308,
Sports Direct,1185732,44356,Midwest,North Dakota,Fargo,Men's Street Footwear,M,40,500,200000,70000,0.35,In-store,779563,777982,0.257075356,
Sports Direct,1185732,44356,Midwest,North Dakota,Fargo,Men's Athletic Footwear,M,35,250,87500,26250,0.3,In-store,779563,777982,0.112470468,
Sports Direct,1185732,44356,Midwest,North Dakota,Fargo,Women's Street Footwear,F,30,200,60000,18000,0.3,In-store,779563,777982,0.077122607,
Sports Direct,1185732,44356,Midwest,North Dakota,Fargo,Women's Athletic Footwear,F,30,175,52500,15750,0.3,In-store,779563,777982,0.067482281,
Sports Direct,1185732,44356,Midwest,North Dakota,Fargo,Men's Apparel,M,40,175,70000,24500,0.35,In-store,779563,777982,0.089976375,
Sports Direct,1185732,44356,Midwest,North Dakota,Fargo,Women's Apparel,F,55,325,178750,71500,0.4,In-store,779563,777982,0.2297611,
Sports Direct,1185732,44385,Midwest,North Dakota,Fargo,Men's Street Footwear,M,50,550,275000,96250,0.35,In-store,779563,777982,0.353478615,
Sports Direct,1185732,44385,Midwest,North Dakota,Fargo,Men's Athletic Footwear,M,45,300,135000,40500,0.3,In-store,779563,777982,0.173525866,
Sports Direct,1185732,44385,Midwest,North Dakota,Fargo,Women's Street Footwear,F,40,225,90000,27000,0.3,In-store,779563,777982,0.11568391,
Sports Direct,1185732,44385,Midwest,North Dakota,Fargo,Women's Athletic Footwear,F,40,175,70000,21000,0.3,In-store,779563,777982,0.089976375,
Sports Direct,1185732,44385,Midwest,North Dakota,Fargo,Men's Apparel,M,50,200,100000,35000,0.35,In-store,779563,777982,0.128537678,
Sports Direct,1185732,44385,Midwest,North Dakota,Fargo,Women's Apparel,F,55,375,206250,82500,0.4,In-store,779563,777982,0.265108961,
Sports Direct,1185732,44417,Midwest,North Dakota,Fargo,Men's Street Footwear,M,50,525,262500,91875,0.35,In-store,779563,777982,0.337411405,
Sports Direct,1185732,44417,Midwest,North Dakota,Fargo,Men's Athletic Footwear,M,45,300,135000,40500,0.3,In-store,779563,777982,0.173525866,
Sports Direct,1185732,44417,Midwest,North Dakota,Fargo,Women's Street Footwear,F,40,225,90000,27000,0.3,In-store,779563,777982,0.11568391,
Sports Direct,1185732,44417,Midwest,North Dakota,Fargo,Women's Athletic Footwear,F,40,200,80000,24000,0.3,In-store,779563,777982,0.102830143,
Sports Direct,1185732,44417,Midwest,North Dakota,Fargo,Men's Apparel,M,50,175,87500,30625,0.35,In-store,779563,777982,0.112470468,
Sports Direct,1185732,44417,Midwest,North Dakota,Fargo,Women's Apparel,F,55,350,192500,77000,0.4,In-store,779563,777982,0.247435031,
Sports Direct,1185732,44449,Midwest,North Dakota,Fargo,Men's Street Footwear,M,40,475,190000,66500,0.35,In-store,779563,777982,0.244221589,
Sports Direct,1185732,44449,Midwest,North Dakota,Fargo,Men's Athletic Footwear,M,35,275,96250,28875,0.3,In-store,779563,777982,0.123717515,
Sports Direct,1185732,44449,Midwest,North Dakota,Fargo,Women's Street Footwear,F,30,175,52500,15750,0.3,In-store,779563,777982,0.067482281,
Sports Direct,1185732,44449,Midwest,North Dakota,Fargo,Women's Athletic Footwear,F,30,150,45000,13500,0.3,In-store,779563,777982,0.057841955,
Sports Direct,1185732,44449,Midwest,North Dakota,Fargo,Men's Apparel,M,40,150,60000,21000,0.35,In-store,779563,777982,0.077122607,
Sports Direct,1185732,44449,Midwest,North Dakota,Fargo,Women's Apparel,F,45,225,101250,40500,0.4,In-store,779563,777982,0.130144399,
Sports Direct,1185732,44478,Midwest,North Dakota,Fargo,Men's Street Footwear,M,50,400,200000,70000,0.35,In-store,779563,777982,0.257075356,
Sports Direct,1185732,44478,Midwest,North Dakota,Fargo,Men's Athletic Footwear,M,40,250,100000,30000,0.3,In-store,779563,777982,0.128537678,
Sports Direct,1185732,44478,Midwest,North Dakota,Fargo,Women's Street Footwear,F,40,150,60000,18000,0.3,In-store,779563,777982,0.077122607,
Sports Direct,1185732,44478,Midwest,North Dakota,Fargo,Women's Athletic Footwear,F,40,125,50000,15000,0.3,In-store,779563,777982,0.064268839,
Sports Direct,1185732,44478,Midwest,North Dakota,Fargo,Men's Apparel,M,50,125,62500,21875,0.35,In-store,779563,777982,0.080336049,
Foot Locker,1185732,44478,Midwest,North Dakota,Fargo,Women's Apparel,F,55,250,137500,55000,0.4,In-store,779563,777982,0.176739308,
Foot Locker,1185732,44509,Midwest,North Dakota,Fargo,Men's Street Footwear,M,50,400,200000,70000,0.35,In-store,779563,777982,0.257075356,
Foot Locker,1185732,44509,Midwest,North Dakota,Fargo,Men's Athletic Footwear,M,40,250,100000,30000,0.3,In-store,779563,777982,0.128537678,
Foot Locker,1185732,44509,Midwest,North Dakota,Fargo,Women's Street Footwear,F,40,195,78000,23400,0.3,In-store,779563,777982,0.100259389,
Foot Locker,1185732,44509,Midwest,North Dakota,Fargo,Women's Athletic Footwear,F,40,175,70000,21000,0.3,In-store,779563,777982,0.089976375,
Foot Locker,1185732,44509,Midwest,North Dakota,Fargo,Men's Apparel,M,60,150,90000,31500,0.35,In-store,779563,777982,0.11568391,
Foot Locker,1185732,44509,Midwest,North Dakota,Fargo,Women's Apparel,F,65,250,162500,65000,0.4,In-store,779563,777982,0.208873727,
Foot Locker,1185732,44538,Midwest,North Dakota,Fargo,Men's Street Footwear,M,60,500,300000,105000,0.35,In-store,779563,777982,0.385613035,
Foot Locker,1185732,44538,Midwest,North Dakota,Fargo,Men's Athletic Footwear,M,50,300,150000,45000,0.3,In-store,779563,777982,0.192806517,
Foot Locker,1185732,44538,Midwest,North Dakota,Fargo,Women's Street Footwear,F,50,250,125000,37500,0.3,In-store,779563,777982,0.160672098,
Foot Locker,1185732,44538,Midwest,North Dakota,Fargo,Women's Athletic Footwear,F,50,200,100000,30000,0.3,In-store,779563,777982,0.128537678,
Foot Locker,1185732,44538,Midwest,North Dakota,Fargo,Men's Apparel,M,60,200,120000,42000,0.35,In-store,779563,777982,0.154245214,
Foot Locker,1185732,44538,Midwest,North Dakota,Fargo,Women's Apparel,F,65,300,195000,78000,0.4,In-store,779563,777982,0.250648473,
Foot Locker,1185732,44202,Midwest,North Dakota,Fargo,Men's Street Footwear,M,30,450,135000,40500,0.3,In-store,779563,777982,0.173525866,
Foot Locker,1185732,44202,Midwest,North Dakota,Fargo,Men's Athletic Footwear,M,30,250,75000,26250,0.35,In-store,779563,777982,0.096403259,
Foot Locker,1185732,44202,Midwest,North Dakota,Fargo,Women's Street Footwear,F,20,250,50000,15000,0.3,In-store,779563,777982,0.064268839,
Foot Locker,1185732,44202,Midwest,North Dakota,Fargo,Women's Athletic Footwear,F,25,100,25000,7500,0.3,In-store,779563,777982,0.03213442,
Foot Locker,1185732,44202,Midwest,North Dakota,Fargo,Men's Apparel,M,40,150,60000,30000,0.5,In-store,779563,777982,0.077122607,
Foot Locker,1185732,44202,Midwest,North Dakota,Fargo,Women's Apparel,F,30,250,75000,30000,0.4,In-store,779563,777982,0.096403259,
Foot Locker,1185732,44233,Midwest,North Dakota,Fargo,Men's Street Footwear,M,30,500,150000,45000,0.3,In-store,779563,777982,0.192806517,
Foot Locker,1185732,44233,Midwest,North Dakota,Fargo,Men's Athletic Footwear,M,30,150,45000,15750,0.35,In-store,779563,777982,0.057841955,
Foot Locker,1185732,44233,Midwest,North Dakota,Fargo,Women's Street Footwear,F,20,200,40000,12000,0.3,In-store,779563,777982,0.051415071,
Foot Locker,1185732,44233,Midwest,Iowa,Des Moines,Women's Athletic Footwear,F,25,75,18750,5625,0.3,In-store,3190904,3197944,0.005863142,
Foot Locker,1185732,44233,Midwest,Iowa,Des Moines,Men's Apparel,M,40,150,60000,30000,0.5,In-store,3190904,3197944,0.018762055,
Foot Locker,1185732,44233,Midwest,Iowa,Des Moines,Women's Apparel,F,15,250,37500,15000,0.4,In-store,3190904,3197944,0.011726284,
Foot Locker,1185732,44260,Midwest,Iowa,Des Moines,Men's Street Footwear,M,20,470,94000,28200,0.3,In-store,3190904,3197944,0.029393886,
Foot Locker,1185732,44260,Midwest,Iowa,Des Moines,Men's Athletic Footwear,M,20,175,35000,12250,0.35,In-store,3190904,3197944,0.010944532,
Foot Locker,1185732,44260,Midwest,Iowa,Des Moines,Women's Street Footwear,F,10,225,22500,6750,0.3,In-store,3190904,3197944,0.00703577,
Foot Locker,1185732,44260,Midwest,Iowa,Des Moines,Women's Athletic Footwear,F,15,100,15000,4500,0.3,In-store,3190904,3197944,0.004690514,
Foot Locker,1185732,44260,Midwest,Iowa,Des Moines,Men's Apparel,M,30,150,45000,22500,0.5,In-store,3190904,3197944,0.014071541,
Foot Locker,1185732,44260,Midwest,Iowa,Des Moines,Women's Apparel,F,20,250,50000,20000,0.4,In-store,3190904,3197944,0.015635046,
Foot Locker,1185732,44292,Midwest,Iowa,Des Moines,Men's Street Footwear,M,20,475,95000,28500,0.3,In-store,3190904,3197944,0.029706586,
Foot Locker,1185732,44292,Midwest,Iowa,Des Moines,Men's Athletic Footwear,M,20,175,35000,12250,0.35,In-store,3190904,3197944,0.010944532,
Foot Locker,1185732,44292,Midwest,Iowa,Des Moines,Women's Street Footwear,F,10,175,17500,5250,0.3,In-store,3190904,3197944,0.005472266,
Foot Locker,1185732,44292,Midwest,Iowa,Des Moines,Women's Athletic Footwear,F,15,100,15000,4500,0.3,In-store,3190904,3197944,0.004690514,
Foot Locker,1185732,44292,Midwest,Iowa,Des Moines,Men's Apparel,M,60,125,75000,37500,0.5,In-store,3190904,3197944,0.023452568,
Foot Locker,1185732,44292,Midwest,Iowa,Des Moines,Women's Apparel,F,50,250,125000,50000,0.4,In-store,3190904,3197944,0.039087614,
Foot Locker,1185732,44323,Midwest,Iowa,Des Moines,Men's Street Footwear,M,60,520,312000,93600,0.3,In-store,3190904,3197944,0.097562684,
Foot Locker,1185732,44323,Midwest,Iowa,Des Moines,Men's Athletic Footwear,M,40,225,90000,31500,0.35,In-store,3190904,3197944,0.028143082,
Foot Locker,1185732,44323,Midwest,Iowa,Des Moines,Women's Street Footwear,F,35,200,70000,21000,0.3,In-store,3190904,3197944,0.021889064,
Foot Locker,1185732,44323,Midwest,Iowa,Des Moines,Women's Athletic Footwear,F,35,125,43750,13125,0.3,In-store,3190904,3197944,0.013680665,
Foot Locker,1185732,44323,Midwest,Iowa,Des Moines,Men's Apparel,M,45,150,67500,33750,0.5,In-store,3190904,3197944,0.021107311,
Foot Locker,1185732,44323,Midwest,Iowa,Des Moines,Women's Apparel,F,50,275,137500,55000,0.4,In-store,3190904,3197944,0.042996375,
Foot Locker,1185732,44353,Midwest,Iowa,Des Moines,Men's Street Footwear,M,35,525,183750,55125,0.3,In-store,3190904,3197944,0.057458792,
Foot Locker,1185732,44353,Midwest,Iowa,Des Moines,Men's Athletic Footwear,M,30,275,82500,28875,0.35,In-store,3190904,3197944,0.025797825,
Foot Locker,1185732,44353,Midwest,Iowa,Des Moines,Women's Street Footwear,F,25,200,50000,15000,0.3,In-store,3190904,3197944,0.015635046,
Foot Locker,1185732,44353,Midwest,Iowa,Des Moines,Women's Athletic Footwear,F,25,175,43750,13125,0.3,In-store,3190904,3197944,0.013680665,
Foot Locker,1185732,44353,Midwest,Iowa,Des Moines,Men's Apparel,M,35,175,61250,30625,0.5,In-store,3190904,3197944,0.019152931,
Foot Locker,1185732,44353,Midwest,Iowa,Des Moines,Women's Apparel,F,55,325,178750,71500,0.4,In-store,3190904,3197944,0.055895288,
Foot Locker,1185732,44382,Midwest,Iowa,Des Moines,Men's Street Footwear,M,50,550,275000,82500,0.3,In-store,3190904,3197944,0.08599275,
Foot Locker,1185732,44382,Midwest,Iowa,Des Moines,Men's Athletic Footwear,M,45,300,135000,47250,0.35,In-store,3190904,3197944,0.042214623,
Foot Locker,1185732,44382,Midwest,Iowa,Des Moines,Women's Street Footwear,F,40,225,90000,27000,0.3,In-store,3190904,3197944,0.028143082,
Foot Locker,1185732,44382,Midwest,Iowa,Des Moines,Women's Athletic Footwear,F,40,175,70000,21000,0.3,In-store,3190904,3197944,0.021889064,
Foot Locker,1185732,44382,Midwest,Iowa,Des Moines,Men's Apparel,M,50,200,100000,50000,0.5,In-store,3190904,3197944,0.031270091,
Foot Locker,1185732,44382,Midwest,Iowa,Des Moines,Women's Apparel,F,55,375,206250,82500,0.4,In-store,3190904,3197944,0.064494563,
Foot Locker,1185732,44414,Midwest,Iowa,Des Moines,Men's Street Footwear,M,50,525,262500,78750,0.3,In-store,3190904,3197944,0.082083989,
Foot Locker,1185732,44414,Midwest,Iowa,Des Moines,Men's Athletic Footwear,M,45,300,135000,47250,0.35,In-store,3190904,3197944,0.042214623,
Foot Locker,1185732,44414,Midwest,Iowa,Des Moines,Women's Street Footwear,F,40,225,90000,27000,0.3,In-store,3190904,3197944,0.028143082,
Foot Locker,1185732,44414,Midwest,Iowa,Des Moines,Women's Athletic Footwear,F,40,200,80000,24000,0.3,In-store,3190904,3197944,0.025016073,
Foot Locker,1185732,44414,Midwest,Iowa,Des Moines,Men's Apparel,M,50,175,87500,43750,0.5,In-store,3190904,3197944,0.02736133,
Foot Locker,1185732,44414,Midwest,Iowa,Des Moines,Women's Apparel,F,55,350,192500,77000,0.4,In-store,3190904,3197944,0.060194925,
Foot Locker,1185732,44446,Midwest,Iowa,Des Moines,Men's Street Footwear,M,35,475,166250,49875,0.3,In-store,3190904,3197944,0.051986526,
Foot Locker,1185732,44446,Midwest,Iowa,Des Moines,Men's Athletic Footwear,M,30,275,82500,28875,0.35,In-store,3190904,3197944,0.025797825,
Foot Locker,1185732,44446,Midwest,Iowa,Des Moines,Women's Street Footwear,F,25,175,43750,13125,0.3,In-store,3190904,3197944,0.013680665,
Foot Locker,1185732,44446,Midwest,Iowa,Des Moines,Women's Athletic Footwear,F,25,150,37500,11250,0.3,In-store,3190904,3197944,0.011726284,
Foot Locker,1185732,44446,Midwest,Iowa,Des Moines,Men's Apparel,M,35,150,52500,26250,0.5,In-store,3190904,3197944,0.016416798,
Foot Locker,1185732,44446,Midwest,Iowa,Des Moines,Women's Apparel,F,40,225,90000,36000,0.4,In-store,3190904,3197944,0.028143082,
Foot Locker,1185732,44475,Midwest,Iowa,Des Moines,Men's Street Footwear,M,45,400,180000,54000,0.3,In-store,3190904,3197944,0.056286164,
Foot Locker,1185732,44475,Midwest,Iowa,Des Moines,Men's Athletic Footwear,M,35,250,87500,30625,0.35,In-store,3190904,3197944,0.02736133,
Foot Locker,1185732,44475,Midwest,Iowa,Des Moines,Women's Street Footwear,F,35,150,52500,15750,0.3,In-store,3190904,3197944,0.016416798,
Foot Locker,1185732,44475,Midwest,Iowa,Des Moines,Women's Athletic Footwear,F,35,125,43750,13125,0.3,In-store,3190904,3197944,0.013680665,
Foot Locker,1185732,44475,Midwest,Iowa,Des Moines,Men's Apparel,M,45,125,56250,28125,0.5,In-store,3190904,3197944,0.017589426,
West Gear,1185732,44475,Midwest,Iowa,Des Moines,Women's Apparel,F,50,250,125000,50000,0.4,In-store,3190904,3197944,0.039087614,
West Gear,1185732,44506,Midwest,Iowa,Des Moines,Men's Street Footwear,M,45,400,180000,54000,0.3,In-store,3190904,3197944,0.056286164,
West Gear,1185732,44506,Midwest,Iowa,Des Moines,Men's Athletic Footwear,M,35,275,96250,33688,0.35,In-store,3190904,3197944,0.030097463,
West Gear,1185732,44506,Midwest,Iowa,Des Moines,Women's Street Footwear,F,35,220,77000,23100,0.3,In-store,3190904,3197944,0.02407797,
West Gear,1185732,44506,Midwest,Iowa,Des Moines,Women's Athletic Footwear,F,35,200,70000,21000,0.3,In-store,3190904,3197944,0.021889064,
West Gear,1185732,44506,Midwest,Iowa,Des Moines,Men's Apparel,M,60,175,105000,52500,0.5,In-store,3190904,3197944,0.032833596,
West Gear,1185732,44506,Midwest,Iowa,Des Moines,Women's Apparel,F,65,275,178750,71500,0.4,In-store,3190904,3197944,0.055895288,
West Gear,1185732,44535,Midwest,Iowa,Des Moines,Men's Street Footwear,M,60,525,315000,94500,0.3,In-store,3190904,3197944,0.098500787,
West Gear,1185732,44535,Midwest,Iowa,Des Moines,Men's Athletic Footwear,M,50,325,162500,56875,0.35,In-store,3190904,3197944,0.050813898,
West Gear,1185732,44535,Midwest,Iowa,Des Moines,Women's Street Footwear,F,50,275,137500,41250,0.3,In-store,3190904,3197944,0.042996375,
West Gear,1185732,44535,Midwest,Iowa,Des Moines,Women's Athletic Footwear,F,50,225,112500,33750,0.3,In-store,3190904,3197944,0.035178852,
West Gear,1185732,44535,Midwest,Iowa,Des Moines,Men's Apparel,M,60,225,135000,67500,0.5,In-store,3190904,3197944,0.042214623,
West Gear,1185732,44535,Midwest,Iowa,Des Moines,Women's Apparel,F,65,325,211250,84500,0.4,In-store,3190904,3197944,0.066058067,
West Gear,1185732,44199,Midwest,Iowa,Des Moines,Men's Street Footwear,M,30,450,135000,40500,0.3,In-store,3190904,3197944,0.042214623,
West Gear,1185732,44199,Midwest,Iowa,Des Moines,Men's Athletic Footwear,M,30,250,75000,26250,0.35,In-store,3190904,3197944,0.023452568,
West Gear,1185732,44199,Midwest,Iowa,Des Moines,Women's Street Footwear,F,20,250,50000,15000,0.3,In-store,3190904,3197944,0.015635046,
West Gear,1185732,44199,Midwest,Iowa,Des Moines,Women's Athletic Footwear,F,25,100,25000,7500,0.3,In-store,3190904,3197944,0.007817523,
West Gear,1185732,44199,Midwest,Iowa,Des Moines,Men's Apparel,M,40,150,60000,30000,0.5,In-store,3190904,3197944,0.018762055,
West Gear,1185732,44199,Midwest,Iowa,Des Moines,Women's Apparel,F,30,250,75000,30000,0.4,In-store,3190904,3197944,0.023452568,
West Gear,1185732,44230,Midwest,Iowa,Des Moines,Men's Street Footwear,M,30,500,150000,45000,0.3,In-store,3190904,3197944,0.046905137,
West Gear,1185732,44230,Midwest,Iowa,Des Moines,Men's Athletic Footwear,M,30,150,45000,15750,0.35,In-store,3190904,3197944,0.014071541,
West Gear,1185732,44230,Midwest,Iowa,Des Moines,Women's Street Footwear,F,20,200,40000,12000,0.3,In-store,3190904,3197944,0.012508036,
West Gear,1185732,44230,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,F,25,75,18750,5625,0.3,In-store,5896700,5879978,0.003188787,
West Gear,1185732,44230,Midwest,Wisconsin,Milwaukee,Men's Apparel,M,40,150,60000,30000,0.5,In-store,5896700,5879978,0.01020412,
West Gear,1185732,44230,Midwest,Wisconsin,Milwaukee,Women's Apparel,F,15,250,37500,15000,0.4,In-store,5896700,5879978,0.006377575,
West Gear,1185732,44257,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,M,20,470,94000,28200,0.3,In-store,5896700,5879978,0.015986454,
West Gear,1185732,44257,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,M,20,175,35000,12250,0.35,In-store,5896700,5879978,0.005952403,
West Gear,1185732,44257,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,F,10,225,22500,6750,0.3,In-store,5896700,5879978,0.003826545,
West Gear,1185732,44257,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,F,15,75,11250,3375,0.3,In-store,5896700,5879978,0.001913272,
West Gear,1185732,44257,Midwest,Wisconsin,Milwaukee,Men's Apparel,M,30,125,37500,18750,0.5,In-store,5896700,5879978,0.006377575,
West Gear,1185732,44257,Midwest,Wisconsin,Milwaukee,Women's Apparel,F,20,225,45000,18000,0.4,In-store,5896700,5879978,0.00765309,
West Gear,1185732,44289,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,M,20,450,90000,27000,0.3,In-store,5896700,5879978,0.01530618,
West Gear,1185732,44289,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,M,20,150,30000,10500,0.35,In-store,5896700,5879978,0.00510206,
West Gear,1185732,44289,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,F,10,150,15000,4500,0.3,In-store,5896700,5879978,0.00255103,
West Gear,1185732,44289,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,F,15,75,11250,3375,0.3,In-store,5896700,5879978,0.001913272,
West Gear,1185732,44289,Midwest,Wisconsin,Milwaukee,Men's Apparel,M,60,100,60000,30000,0.5,In-store,5896700,5879978,0.01020412,
West Gear,1185732,44289,Midwest,Wisconsin,Milwaukee,Women's Apparel,F,50,225,112500,45000,0.4,In-store,5896700,5879978,0.019132725,
West Gear,1185732,44320,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,M,60,495,297000,89100,0.3,In-store,5896700,5879978,0.050510393,
West Gear,1185732,44320,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,M,40,200,80000,28000,0.35,In-store,5896700,5879978,0.013605493,
West Gear,1185732,44320,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,F,35,175,61250,18375,0.3,In-store,5896700,5879978,0.010416706,
West Gear,1185732,44320,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,F,35,150,52500,15750,0.3,In-store,5896700,5879978,0.008928605,
West Gear,1185732,44320,Midwest,Wisconsin,Milwaukee,Men's Apparel,M,45,175,78750,39375,0.5,In-store,5896700,5879978,0.013392907,
West Gear,1185732,44320,Midwest,Wisconsin,Milwaukee,Women's Apparel,F,50,300,150000,60000,0.4,In-store,5896700,5879978,0.0255103,
West Gear,1185732,44350,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,M,35,550,192500,57750,0.3,In-store,5896700,5879978,0.032738218,
West Gear,1185732,44350,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,M,30,300,90000,31500,0.35,In-store,5896700,5879978,0.01530618,
West Gear,1185732,44350,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,F,25,200,50000,15000,0.3,In-store,5896700,5879978,0.008503433,
West Gear,1185732,44350,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,F,25,175,43750,13125,0.3,In-store,5896700,5879978,0.007440504,
West Gear,1185732,44350,Midwest,Wisconsin,Milwaukee,Men's Apparel,M,35,175,61250,30625,0.5,In-store,5896700,5879978,0.010416706,
West Gear,1185732,44350,Midwest,Wisconsin,Milwaukee,Women's Apparel,F,55,325,178750,71500,0.4,In-store,5896700,5879978,0.030399774,
