Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Gender,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,2020 pop,2021 pop,Total Sales/cap,Units sold/cap
Amazon,1185732,12/25/2021,Northeast,Maine,Portland,Men's Apparel,M,$55.00 ,150,"$82,500 ","$20,625 ",25%,Outlet,1364517,1378787,0.059835203,
Amazon,1185732,12/26/2021,Northeast,Maine,Portland,Women's Apparel,F,$60.00 ,325,"$195,000 ","$78,000 ",40%,Outlet,1364517,1378787,0.141428662,
Amazon,1185732,12/27/2021,Northeast,Maine,Portland,Men's Street Footwear,M,$55.00 ,450,"$247,500 ","$86,625 ",35%,Outlet,1364517,1378787,0.179505609,
Amazon,1185732,12/28/2021,Northeast,Maine,Portland,Men's Athletic Footwear,M,$50.00 ,250,"$125,000 ","$43,750 ",35%,Outlet,1364517,1378787,0.090659398,
Amazon,1185732,12/29/2021,Northeast,Maine,Portland,Women's Street Footwear,F,$45.00 ,150,"$67,500 ","$27,000 ",40%,Outlet,1364517,1378787,0.048956075,
Amazon,1185732,12/30/2021,Northeast,Maine,Portland,Women's Athletic Footwear,F,$45.00 ,125,"$56,250 ","$16,875 ",30%,Outlet,1364517,1378787,0.040796729,
Amazon,1185732,12/31/2021,Northeast,Maine,Portland,Men's Apparel,M,$55.00 ,125,"$68,750 ","$17,188 ",25%,Outlet,1364517,1378787,0.049862669,
Amazon,1185732,9/17/2021,Northeast,Maine,Portland,Women's Apparel,F,$60.00 ,225,"$135,000 ","$54,000 ",40%,Outlet,1364517,1378787,0.09791215,
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Street Footwear,M,$60.00 ,400,"$240,000 ","$84,000 ",35%,Outlet,1364517,1378787,0.174066045,
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Athletic Footwear,M,$55.00 ,225,"$123,750 ","$43,313 ",35%,Outlet,1364517,1378787,0.089752804,
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Women's Street Footwear,F,$55.00 ,125,"$68,750 ","$27,500 ",40%,Outlet,1364517,1378787,0.049862669,
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Women's Athletic Footwear,F,$55.00 ,100,"$55,000 ","$16,500 ",30%,Outlet,1364517,1378787,0.039890135,
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Apparel,M,$65.00 ,100,"$65,000 ","$16,250 ",25%,Outlet,1364517,1378787,0.047142887,
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Women's Apparel,F,$70.00 ,225,"$157,500 ","$63,000 ",40%,Outlet,1364517,1378787,0.114230842,
Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Street Footwear,M,$65.00 ,375,"$243,750 ","$85,313 ",35%,Outlet,1364517,1378787,0.176785827,
Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Athletic Footwear,M,$55.00 ,200,"$110,000 ","$38,500 ",35%,Outlet,1364517,1378787,0.079780271,
Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Women's Street Footwear,F,$55.00 ,195,"$107,250 ","$42,900 ",40%,Outlet,1364517,1378787,0.077785764,
Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Women's Athletic Footwear,F,$55.00 ,175,"$96,250 ","$28,875 ",30%,Outlet,1364517,1378787,0.069807737,
Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Apparel,M,$65.00 ,150,"$97,500 ","$24,375 ",25%,Outlet,1364517,1378787,0.070714331,
Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Women's Apparel,F,$70.00 ,250,"$175,000 ","$70,000 ",40%,Outlet,1364517,1378787,0.126923158,
Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Street Footwear,M,$65.00 ,475,"$308,750 ","$108,063 ",35%,Outlet,1364517,1378787,0.223928714,
Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Athletic Footwear,M,$55.00 ,275,"$151,250 ","$52,938 ",35%,Outlet,1364517,1378787,0.109697872,
Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Women's Street Footwear,F,$55.00 ,250,"$137,500 ","$55,000 ",40%,Outlet,1364517,1378787,0.099725338,
Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Women's Athletic Footwear,F,$55.00 ,200,"$110,000 ","$33,000 ",30%,Outlet,1364517,1378787,0.079780271,
Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Apparel,M,$65.00 ,200,"$130,000 ","$32,500 ",25%,Outlet,1364517,1378787,0.094285774,
Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Women's Apparel,F,$70.00 ,300,"$210,000 ","$84,000 ",40%,Outlet,1364517,1378787,0.152307789,
West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Men's Street Footwear,M,$35.00 ,375,"$131,250 ","$32,813 ",25%,Outlet,1364517,1378787,0.095192368,
West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Men's Athletic Footwear,M,$45.00 ,375,"$168,750 ","$33,750 ",20%,Outlet,1364517,1378787,0.122390188,
West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Women's Street Footwear,F,$45.00 ,375,"$168,750 ","$42,188 ",25%,Outlet,1364517,1378787,0.122390188,
West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Women's Athletic Footwear,F,$45.00 ,225,"$101,250 ","$25,313 ",25%,Outlet,1364517,1378787,0.073434113,
Amazon,1185732,1/24/2021,West,Alaska,Anchorage,Women's Apparel,F,$55.00 ,300,"$165,000 ","$49,500 ",30%,Outlet,732964,734923,0.224513316,
Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Men's Street Footwear,M,$55.00 ,575,"$316,250 ","$110,688 ",35%,Outlet,732964,734923,0.43031719,
Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Men's Athletic Footwear,M,$55.00 ,225,"$123,750 ","$43,313 ",35%,Outlet,732964,734923,0.168384987,
Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Women's Street Footwear,F,$45.00 ,275,"$123,750 ","$30,938 ",25%,Outlet,732964,734923,0.168384987,
Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Women's Athletic Footwear,F,$50.00 ,175,"$87,500 ","$21,875 ",25%,Outlet,732964,734923,0.119060092,
Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Men's Apparel,M,$65.00 ,250,"$162,500 ","$40,625 ",25%,Outlet,732964,734923,0.221111599,
Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Women's Apparel,F,$55.00 ,350,"$192,500 ","$57,750 ",30%,Outlet,732964,734923,0.261932202,
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Men's Street Footwear,M,$55.00 ,545,"$299,750 ","$104,913 ",35%,Outlet,732964,734923,0.407865858,
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,M,$55.00 ,250,"$137,500 ","$48,125 ",35%,Outlet,732964,734923,0.18709443,
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Women's Street Footwear,F,$45.00 ,275,"$123,750 ","$30,938 ",25%,Outlet,732964,734923,0.168384987,
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,F,$50.00 ,125,"$62,500 ","$15,625 ",25%,Outlet,732964,734923,0.085042923,
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Men's Apparel,M,$65.00 ,175,"$113,750 ","$28,438 ",25%,Outlet,732964,734923,0.15477812,
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Women's Apparel,F,$55.00 ,275,"$151,250 ","$45,375 ",30%,Outlet,732964,734923,0.205803873,
Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Men's Street Footwear,M,$55.00 ,525,"$288,750 ","$101,063 ",35%,Outlet,732964,734923,0.392898304,
Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Men's Athletic Footwear,M,$55.00 ,225,"$123,750 ","$43,313 ",35%,Outlet,732964,734923,0.168384987,
Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Women's Street Footwear,F,$45.00 ,225,"$101,250 ","$25,313 ",25%,Outlet,732964,734923,0.137769535,
Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Women's Athletic Footwear,F,$50.00 ,150,"$75,000 ","$18,750 ",25%,Outlet,732964,734923,0.102051507,
Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Men's Apparel,M,$60.00 ,150,"$90,000 ","$22,500 ",25%,Outlet,732964,734923,0.122461809,
Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Women's Apparel,F,$50.00 ,300,"$150,000 ","$45,000 ",30%,Outlet,732964,734923,0.204103015,
Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Street Footwear,M,$65.00 ,570,"$370,500 ","$129,675 ",35%,Outlet,732964,734923,0.504134447,
Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,M,$60.00 ,275,"$165,000 ","$57,750 ",35%,Outlet,732964,734923,0.224513316,
Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Women's Street Footwear,F,$55.00 ,300,"$165,000 ","$41,250 ",25%,Outlet,732964,734923,0.224513316,
Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,F,$55.00 ,250,"$137,500 ","$34,375 ",25%,Outlet,732964,734923,0.18709443,
Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Apparel,M,$65.00 ,275,"$178,750 ","$44,688 ",25%,Outlet,732964,734923,0.243222759,
Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Women's Apparel,F,$70.00 ,400,"$280,000 ","$84,000 ",30%,Outlet,732964,734923,0.380992294,
Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Men's Street Footwear,M,$65.00 ,650,"$422,500 ","$147,875 ",35%,Outlet,732964,734923,0.574890159,
Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Men's Athletic Footwear,M,$60.00 ,400,"$240,000 ","$84,000 ",35%,Outlet,732964,734923,0.326564824,
Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Women's Street Footwear,F,$55.00 ,325,"$178,750 ","$44,688 ",25%,Outlet,732964,734923,0.243222759,
Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Women's Athletic Footwear,F,$55.00 ,300,"$165,000 ","$41,250 ",25%,Outlet,732964,734923,0.224513316,
Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Men's Apparel,M,$65.00 ,300,"$195,000 ","$48,750 ",25%,Outlet,732964,734923,0.265333919,
Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Women's Apparel,F,$70.00 ,450,"$315,000 ","$94,500 ",30%,Outlet,732964,734923,0.428616331,
Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Street Footwear,M,$65.00 ,675,"$438,750 ","$153,563 ",35%,Outlet,732964,734923,0.597001319,
Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,M,$60.00 ,425,"$255,000 ","$89,250 ",35%,Outlet,732964,734923,0.346975125,
Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Women's Street Footwear,F,$55.00 ,350,"$192,500 ","$48,125 ",25%,Outlet,732964,734923,0.261932202,
Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,F,$55.00 ,300,"$165,000 ","$41,250 ",25%,Outlet,732964,734923,0.224513316,
Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Apparel,M,$65.00 ,325,"$211,250 ","$52,813 ",25%,Outlet,732964,734923,0.287445079,
Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Women's Apparel,F,$70.00 ,500,"$350,000 ","$105,000 ",30%,Outlet,732964,734923,0.476240368,
Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Men's Street Footwear,M,$65.00 ,650,"$422,500 ","$147,875 ",35%,Outlet,732964,734923,0.574890159,
Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Men's Athletic Footwear,M,$60.00 ,425,"$255,000 ","$89,250 ",35%,Outlet,732964,734923,0.346975125,
Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Women's Street Footwear,F,$55.00 ,350,"$192,500 ","$48,125 ",25%,Outlet,732964,734923,0.261932202,
Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Women's Athletic Footwear,F,$55.00 ,250,"$137,500 ","$34,375 ",25%,Outlet,732964,734923,0.18709443,
Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Men's Apparel,M,$65.00 ,225,"$146,250 ","$36,563 ",25%,Outlet,732964,734923,0.19900044,
Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Women's Apparel,F,$70.00 ,400,"$280,000 ","$84,000 ",30%,Outlet,732964,734923,0.380992294,
Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Men's Street Footwear,M,$65.00 ,525,"$341,250 ","$119,438 ",35%,Outlet,732964,734923,0.464334359,
Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,M,$60.00 ,325,"$195,000 ","$68,250 ",35%,Outlet,732964,734923,0.265333919,
Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Women's Street Footwear,F,$55.00 ,225,"$123,750 ","$30,938 ",25%,Outlet,732964,734923,0.168384987,
Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,F,$55.00 ,200,"$110,000 ","$27,500 ",25%,Outlet,732964,734923,0.149675544,
Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Men's Apparel,M,$65.00 ,200,"$130,000 ","$32,500 ",25%,Outlet,732964,734923,0.17688928,
Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Women's Apparel,F,$70.00 ,300,"$210,000 ","$63,000 ",30%,Outlet,732964,734923,0.285744221,
Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Men's Street Footwear,M,$70.00 ,450,"$315,000 ","$110,250 ",35%,Outlet,732964,734923,0.428616331,
Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Men's Athletic Footwear,M,$65.00 ,275,"$178,750 ","$62,563 ",35%,Outlet,732964,734923,0.243222759,
Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Women's Street Footwear,F,$65.00 ,175,"$113,750 ","$28,438 ",25%,Outlet,732964,734923,0.15477812,
Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Women's Athletic Footwear,F,$65.00 ,150,"$97,500 ","$24,375 ",25%,Outlet,732964,734923,0.13266696,
Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Men's Apparel,M,$75.00 ,150,"$112,500 ","$28,125 ",25%,Outlet,732964,734923,0.153077261,
Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Women's Apparel,F,$80.00 ,275,"$220,000 ","$66,000 ",30%,Outlet,732964,734923,0.299351088,
Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Men's Street Footwear,M,$75.00 ,425,"$318,750 ","$111,563 ",35%,Outlet,732964,734923,0.433718907,
Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Men's Athletic Footwear,M,$65.00 ,300,"$195,000 ","$68,250 ",35%,Outlet,732964,734923,0.265333919,
Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Women's Street Footwear,F,$65.00 ,320,"$208,000 ","$52,000 ",25%,Outlet,732964,734923,0.283022847,
Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Women's Athletic Footwear,F,$65.00 ,300,"$195,000 ","$48,750 ",25%,Outlet,732964,734923,0.265333919,
Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Men's Apparel,M,$75.00 ,275,"$206,250 ","$51,563 ",25%,Outlet,732964,734923,0.280641645,
Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Women's Apparel,F,$80.00 ,375,"$300,000 ","$90,000 ",30%,Outlet,732964,734923,0.40820603,
Amazon,1185732,12/20/2021,West,Alaska,Anchorage,Men's Street Footwear,M,$75.00 ,600,"$450,000 ","$157,500 ",35%,Outlet,732964,734923,0.612309045,
Amazon,1185732,12/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,M,$65.00 ,400,"$260,000 ","$91,000 ",35%,Outlet,732964,734923,0.353778559,
Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Men's Street Footwear,M,$35.00 ,375,"$131,250 ","$32,813 ",25%,Outlet,732964,734923,0.178590138,
Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Men's Athletic Footwear,M,$45.00 ,375,"$168,750 ","$33,750 ",20%,Outlet,732964,734923,0.229615892,
Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Women's Street Footwear,F,$45.00 ,375,"$168,750 ","$42,188 ",25%,Outlet,732964,734923,0.229615892,
Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Women's Athletic Footwear,F,$45.00 ,225,"$101,250 ","$25,313 ",25%,Outlet,732964,734923,0.137769535,
Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Men's Apparel,M,$50.00 ,175,"$87,500 ","$13,125 ",15%,Outlet,732964,734923,0.119060092,
Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Women's Apparel,F,$45.00 ,425,"$191,250 ","$76,500 ",40%,Outlet,732964,734923,0.260231344,
Foot Locker,1128299,2/10/2021,West,Alaska,Anchorage,Men's Street Footwear,M,$35.00 ,475,"$166,250 ","$41,563 ",25%,Outlet,732964,734923,0.226214175,
Foot Locker,1128299,2/10/2021,West,Alaska,Anchorage,Men's Athletic Footwear,M,$45.00 ,375,"$168,750 ","$33,750 ",20%,Outlet,732964,734923,0.229615892,
Foot Locker,1128299,2/10/2021,West,Alaska,Anchorage,Women's Street Footwear,F,$45.00 ,375,"$168,750 ","$42,188 ",25%,Outlet,732964,734923,0.229615892,
Foot Locker,1128299,2/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,F,$45.00 ,225,"$101,250 ","$25,313 ",25%,Outlet,1451181,1446745,0.06998469,
Foot Locker,1128299,2/10/2021,West,Hawaii,Honolulu,Men's Apparel,M,$50.00 ,150,"$75,000 ","$11,250 ",15%,Outlet,1451181,1446745,0.051840511,
Foot Locker,1128299,2/10/2021,West,Hawaii,Honolulu,Women's Apparel,F,$45.00 ,350,"$157,500 ","$63,000 ",40%,Outlet,1451181,1446745,0.108865073,
Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Men's Street Footwear,M,$45.00 ,500,"$225,000 ","$56,250 ",25%,Outlet,1451181,1446745,0.155521533,
Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,M,$55.00 ,350,"$192,500 ","$38,500 ",20%,Outlet,1451181,1446745,0.133057311,
Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Women's Street Footwear,F,$60.00 ,375,"$225,000 ","$56,250 ",25%,Outlet,1451181,1446745,0.155521533,
Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,F,$55.00 ,275,"$151,250 ","$37,813 ",25%,Outlet,1451181,1446745,0.10454503,
Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Men's Apparel,M,$60.00 ,125,"$75,000 ","$11,250 ",15%,Outlet,1451181,1446745,0.051840511,
Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Women's Apparel,F,$55.00 ,325,"$178,750 ","$71,500 ",40%,Outlet,1451181,1446745,0.123553218,
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,M,$60.00 ,500,"$300,000 ","$75,000 ",25%,Outlet,1451181,1446745,0.207362044,
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,M,$65.00 ,300,"$195,000 ","$39,000 ",20%,Outlet,1451181,1446745,0.134785328,
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,F,$65.00 ,350,"$227,500 ","$56,875 ",25%,Outlet,1451181,1446745,0.15724955,
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,F,$50.00 ,250,"$125,000 ","$31,250 ",25%,Outlet,1451181,1446745,0.086400852,
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Men's Apparel,M,$55.00 ,150,"$82,500 ","$12,375 ",15%,Outlet,1451181,1446745,0.057024562,
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Women's Apparel,F,$70.00 ,325,"$227,500 ","$91,000 ",40%,Outlet,1451181,1446745,0.15724955,
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Men's Street Footwear,M,$55.00 ,525,"$288,750 ","$72,188 ",25%,Outlet,1451181,1446745,0.199585967,
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,M,$60.00 ,375,"$225,000 ","$45,000 ",20%,Outlet,1451181,1446745,0.155521533,
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Women's Street Footwear,F,$60.00 ,375,"$225,000 ","$56,250 ",25%,Outlet,1451181,1446745,0.155521533,
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,F,$55.00 ,275,"$151,250 ","$37,813 ",25%,Outlet,1451181,1446745,0.10454503,
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Men's Apparel,M,$60.00 ,175,"$105,000 ","$15,750 ",15%,Outlet,1451181,1446745,0.072576715,
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Women's Apparel,F,$75.00 ,475,"$356,250 ","$142,500 ",40%,Outlet,1451181,1446745,0.246242427,
Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,M,$70.00 ,725,"$507,500 ","$126,875 ",25%,Outlet,1451181,1446745,0.350787457,
Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,M,$75.00 ,600,"$450,000 ","$90,000 ",20%,Outlet,1451181,1446745,0.311043066,
Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,F,$75.00 ,600,"$450,000 ","$112,500 ",25%,Outlet,1451181,1446745,0.311043066,
Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,F,$75.00 ,475,"$356,250 ","$89,063 ",25%,Outlet,1451181,1446745,0.246242427,
Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Men's Apparel,M,$85.00 ,350,"$297,500 ","$44,625 ",15%,Outlet,1451181,1446745,0.205634027,
Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Women's Apparel,F,$100.00 ,650,"$650,000 ","$260,000 ",40%,Outlet,1451181,1446745,0.449284428,
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Street Footwear,M,$80.00 ,800,"$640,000 ","$160,000 ",25%,Outlet,1451181,1446745,0.44237236,
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,M,$85.00 ,650,"$552,500 ","$110,500 ",20%,Outlet,1451181,1446745,0.381891764,
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Women's Street Footwear,F,$85.00 ,600,"$510,000 ","$127,500 ",25%,Outlet,1451181,1446745,0.352515474,
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,F,$80.00 ,500,"$400,000 ","$100,000 ",25%,Outlet,1451181,1446745,0.276482725,
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Apparel,M,$85.00 ,550,"$467,500 ","$70,125 ",15%,Outlet,1451181,1446745,0.323139185,
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Women's Apparel,F,$100.00 ,550,"$550,000 ","$220,000 ",40%,Outlet,1451181,1446745,0.380163747,
Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,M,$85.00 ,750,"$637,500 ","$159,375 ",25%,Outlet,1451181,1446745,0.440644343,
Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,M,$75.00 ,725,"$543,750 ","$108,750 ",20%,Outlet,1451181,1446745,0.375843704,
Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,F,$70.00 ,600,"$420,000 ","$105,000 ",25%,Outlet,1451181,1446745,0.290306861,
Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,F,$70.00 ,525,"$367,500 ","$91,875 ",25%,Outlet,1451181,1446745,0.254018504,
Walmart,1128299,8/10/2021,West,Hawaii,Honolulu,Men's Apparel,M,$70.00 ,525,"$367,500 ","$55,125 ",15%,Outlet,1451181,1446745,0.254018504,
Walmart,1128299,8/10/2021,West,Hawaii,Honolulu,Women's Apparel,F,$75.00 ,350,"$262,500 ","$105,000 ",40%,Outlet,1451181,1446745,0.181441788,
Walmart,1128299,9/11/2021,West,Hawaii,Honolulu,Men's Street Footwear,M,$65.00 ,550,"$357,500 ","$89,375 ",25%,Outlet,1451181,1446745,0.247106435,
Walmart,1128299,9/11/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,M,$70.00 ,550,"$385,000 ","$77,000 ",20%,Outlet,1451181,1446745,0.266114623,
Walmart,1128299,9/11/2021,West,Hawaii,Honolulu,Women's Street Footwear,F,$65.00 ,375,"$243,750 ","$60,938 ",25%,Outlet,1451181,1446745,0.168481661,
Walmart,1128299,9/11/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,F,$65.00 ,325,"$211,250 ","$52,813 ",25%,Outlet,1451181,1446745,0.146017439,
Walmart,1128299,9/11/2021,West,Hawaii,Honolulu,Men's Apparel,M,$75.00 ,350,"$262,500 ","$39,375 ",15%,Outlet,1451181,1446745,0.181441788,
Walmart,1128299,9/11/2021,West,Hawaii,Honolulu,Women's Apparel,F,$60.00 ,375,"$225,000 ","$90,000 ",40%,Outlet,1451181,1446745,0.155521533,
Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,M,$55.00 ,475,"$261,250 ","$65,313 ",25%,Outlet,1451181,1446745,0.18057778,
Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,M,$65.00 ,475,"$308,750 ","$61,750 ",20%,Outlet,1451181,1446745,0.213410103,
Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,F,$60.00 ,300,"$180,000 ","$45,000 ",25%,Outlet,1451181,1446745,0.124417226,
Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,F,$55.00 ,275,"$151,250 ","$37,813 ",25%,Outlet,1451181,1446745,0.10454503,
Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Men's Apparel,M,$65.00 ,250,"$162,500 ","$24,375 ",15%,Outlet,1451181,1446745,0.112321107,
Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Women's Apparel,F,$70.00 ,300,"$210,000 ","$84,000 ",40%,Outlet,1451181,1446745,0.145153431,
Walmart,1128299,11/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,M,$55.00 ,525,"$288,750 ","$72,188 ",25%,Outlet,1451181,1446745,0.199585967,
Walmart,1128299,11/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,M,$60.00 ,600,"$360,000 ","$72,000 ",20%,Outlet,1451181,1446745,0.248834453,
Walmart,1128299,11/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,F,$55.00 ,425,"$233,750 ","$58,438 ",25%,Outlet,1451181,1446745,0.161569592,
Walmart,1128299,11/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,F,$65.00 ,400,"$260,000 ","$65,000 ",25%,Outlet,1451181,1446745,0.179713771,
